item_id,waist,size,quality,cup size,hips,bra size,category,bust,height,user_name,length,fit,user_id,shoe size,shoe width,review_summary,review_text
269063,29.0,7,5.0,c,38.0,34.0,dresses,36.0,5ft 4in,AGG1,slightly long,fit,175043,8.5,wide,"Beautiful dress, not a great fit","This is a beautiful quality dress made out of a nice thick stretchy material. However it was not a great fit for my rectangular body shape. I normally wear between a 4 and a 7 in women/junior sizes, am about 5'4, and around1 35lbs and this dress in size UK10 fit perfectly at the top but bunched up and created a crease across my thighs as I walked. I'm guessing if the bottom of the dress were a little looser it would work for me."
175771,,12,4.0,d,,36.0,dresses,,5ft 4in,Natasha,just right,fit,115374,,,Great dress for the holid,Great dress for the holidays or wearing at the office
146231,,4,2.0,b,35.0,34.0,new,36.0,5ft 5in,jeanabish,slightly long,fit,570413,,,,
149735,,12,3.0,c,,38.0,new,,5ft 7in,Ryry,just right,small,370072,9.0,,,
165525,,32,5.0,ddd/f,,40.0,dresses,,5ft 3in,priyaelena,just right,fit,679362,,,As any girl with my size,"As any girl with my size chest knows, it is REALLY HARD finding a button down anything that fits without pulling.  The dress was a little snug, but in the way that showed off my curves without looking ridiculous.  I haven't tried it yet, but I'm sure if I wore it unbuttoned with a cami, there would be no snugness at all.As a heavier girl I was more worried about the waistline, but it was perfect.I didn't find any problems with tightness in the arms/shoulders like some people did.As far as the fabric, many reviews mentioned it was lighter than expected.  I found it to be exactly like a stretchy cotton blouse I already own and have been wearing for years, so I'm actually happy with it.  I didn't have any transparency issues, even wearing it with a black bra.And the best part  so many compliments!"
210299,,20,5.0,d,,38.0,dresses,,5ft 3in,spott2,just right,large,116823,7.0,,The material is great qua,The material is great quality....I just felt the sizing was a tad off
171740,,18,5.0,dd/e,45.0,38.0,dresses,,5ft 6in,j.carberry233,just right,fit,955881,10.0,average,This dress is amazing and,This dress is amazing and perfect for work parties! The fit is very flattering for someone with larger hips like me!
171579,,4,3.0,c,35.0,34.0,dresses,,5ft 1in,livitup1817,just right,fit,624523,,,I liked the dress online,I liked the dress online when I got it and tried it on however it was only slightly itchy not anything that would bother me. But the look on the hips was very unflattering.
158723,,5,5.0,d,32.0,34.0,wedding,34.0,5ft 4in,Kelly,slightly long,fit,735136,7.0,wide,Overall this is a STUNNIN,"Overall this is a STUNNING dress! Seriously gorgeous! The fit is slightly smaller as the description said, but since I'm typically between a 2 and a 4 it fit perfectly. The quality is great, lots of tulle but it has good structure to it. I find it very comfortable and so flattering! The top has one of those tough small zippers, but it zips up tight and it has builtcups. The length is a midlength style, and the skirt is a little full. The color is a deep rose color just like the picture. This dress is gorgeous and it makes me feel so elegant. Can't wait to wear it to a wedding!"
236148,,12,3.0,ddd/f,,38.0,dresses,,4ft 10in,claire.l.greene,slightly short,small,417737,6.0,,Busty Gals Be Wary,"I wish I had known that this was IXIA, which always runs small for me (I am almost always a L but that wouldn't even come close to zipping. I had ordered an XL as well because side zippers always spell trouble for busty gals, but while the zipper was able to zip, the buttonup front gaped terribly. I am thinking about sizing up to a 1X in the hopes that there will be enough material to sit smoothly over my bust, and then have the dress taken in by a tailor, but that is a lot of work for this dress, which is also dry clean only. The beautiful pattern is the only reason this one isn't going back immediately (although it may after some serious contemplation about how much work I want to put into it)."
155530,,12,4.0,,,,wedding,,5ft 2in,alyssajkimball,just right,fit,169208,,,Love this dress! Long eno,Love this dress! Long enough for the work place too!
165525,,8,2.0,dd/e,39.0,32.0,dresses,,5ft 8in,henriettepaszek,slightly short,small,823064,,,The colour of this dress,"The colour of this dress is really lovely, a nice warm sunshine yellow. The fabric is nice, but wrinkles very easily. I wore it out yesterday for the first time, and even though i ironed it before going, it wrinkled up after a couple of hours. I guess that what you can expect though, from a shirtlike fabric such as this one. I am quite tall, so the belted waist on the dress cuts in above my own waist, which is a bit annoying, but i can fix that fairly easily. I would have liked it to be a bit longer too, it cuts above my knees; but again that's due to being tall. I could have bought it bigger i suppose, but then it would have been too loose on the upper body. The buttons are a bit loose, and the holes for the buttons are too big, so they come undone constantly, but that's fixable. The stitching also seems a bit loose in places. Overall I'm happy with the dress, but not as much as I'd hoped."
161320,27.0,4,4.0,b,38.0,34.0,dresses,,5ft 8in,aspiratho,just right,small,549329,9.0,,I love the style of this,"I love the style of this dress and it looks great on, however, it is very tight. I ordered a S, but I think I would be happier with a M. I could zip it up, but it is just so, so snug. For only 3% spandex, the material seems to have a lot of stretch."
169727,,8,5.0,a,39.0,34.0,dresses,,5ft 6in,Lauren,slightly long,fit,925441,,,This dress is very well m,This dress is very well made and fit perfectly the little details are so cute. I would have prefered it about 1/21 shorter but you can always get it hemmed probably would have to if you were shorter I am 5 6.
256370,,12,5.0,,,,dresses,,5ft 3in,noreo28,just right,fit,78197,,,Comfy and Cute!,"I really like this dress. It's not my favorite, but it's up there. It's comfy and soft. The fit is great. It's fun and cute!"
161592,,21,4.0,dd/e,32.0,40.0,dresses,,5ft 4in,cdelnero,just right,fit,546875,,,I bought this to wear as,"I bought this to wear as a wedding dress. I'd been eyeing it for a long time and when it came back in my size I grabbed it. It fits like a glove. I do not find it itchy, nor does the neckline droop. But if it did it would be an easy fix. I think it's fantastic quality for the price. I own two other dresses from Chi Chi London and they are just as great."
200824,,12,4.0,ddd/f,41.0,36.0,dresses,40.0,5ft 5in,Sarah,just right,fit,436958,9.0,,This fit and looked exact,"This fit and looked exactly like the photos. It's a very flattering cut, and comes with pockets! I was surprised to find this isn't actually knit  I just kind of assumed from the style that it would be. I think this dress will look great with an undershirt and leggings in the winter too, so it should be a very versatile dress."
152513,,20,3.0,ddd/f,,36.0,new,,5ft 6in,Megan,just right,large,452631,,,,
125442,,18,4.0,h,42.0,38.0,new,,5ft 4in,ebonysunrise,very short,fit,861638,,,,
205976,28.0,4,3.0,b,,34.0,dresses,,5ft 4in,absoluteselah,just right,small,679671,,,Would have been cute  but no boob space,"I bought this dress in my normal size (always small pretty much) and I got it on, it buttoned around my waist but my boobs were hanging out through about a 45 inch gap and I couldn't pull it shut. I'm not a large chested woman (B cup  getting smaller all the time) so I was very surprised. The buttons also seemed very loose as if they would fall off just buttoning normally. I'm still going to try it in a larger size."
130225,,8,5.0,c,,36.0,new,,,Rachel,just right,small,717871,,,,
161592,,21,5.0,dd/e,35.0,38.0,dresses,,5ft 3in,Selena,just right,fit,7910,,,I knew I loved this dress,"I knew I loved this dress and was going to get married in it before I even had a wedding date set. I ordered it and let it sit in my closet for a couple of months so that when we actually set a date the dress wouldn't be sold out. I was not going to settle for anything less. So about the dress, its gorgeous! Dusty champagne color and very classy. Its the perfect length. Shoes were hard to find for it so I had a sash sewn on that matched my shoes and to give me the illusion of a waist. I also had the chest decoration taken in a little so that it didn't droop during my vows. I wish I had taken in the back decoration too since it drooped too and is bothersome in some of my wedding photos. The dress is very comfortable which was a huge plus for walking around a fair all day. I received so many compliments I lost count. Vintage is in and classy is never out of style. This dress is amazing, I wish I could wear it over and over again. Thank you for making my day amazing ModCloth and ChiChi London."
147714,,12,5.0,dd/e,,34.0,new,,5ft 6in,devanrstokes,just right,fit,804853,,,,
152702,,8,4.0,a,,34.0,new,,5ft 7in,Mary,slightly short,small,147924,8.0,wide,Being an slightly insecur,"Being an slightly insecure person I like having space and length for my dresses and skirts. The slit in the back made me wear black hosiery, but that is just me. I felt it was a little snugger than what I wanted, but I received many compliments that night, so maybe I just need to get more comfortable with being sexy! Great dress, great color:)"
147714,,15,3.0,d,52.0,38.0,new,,5ft 2in,Stacy,just right,fit,863441,7.0,,,
161592,,11,5.0,c,42.0,36.0,dresses,35.0,5ft 9in,Sonja,just right,small,658466,8.0,average,It was pretty tight thoug,"It was pretty tight thought the shoulders and arms, but it was so beautiful and everyone else loved it. Made my wedding day perfect"
161514,,8,4.0,b,42.0,34.0,dresses,,5ft 2in,contrari,slightly long,fit,511899,9.0,average,"Great color, fabric, perf","Great color, fabric, perfect fit. Needs a slip as mentioned. I wish it were a little shorter for casual purposes, but it's great for a more formal event with some pumps."
152513,,12,3.0,d,,36.0,new,,5ft,caitlinmgrant,just right,small,701464,,,,
126560,,4,5.0,d,34.0,34.0,new,34.0,5ft 5in,cmathews0291,just right,fit,539392,8.0,,,
200824,,12,5.0,d,39.0,36.0,dresses,,5ft 9in,Danielle,just right,fit,169205,8.5,average,This is one of my favorit,"This is one of my favorite dresses to wear. I bought it for a job and ended up wearing it just to feel pretty.  Definitely needed the large, I think the medium would have been too small in the chest.  It is a little on the shorter side but not too bad if you wear tights."
147714,,15,5.0,dd/e,,34.0,new,,5ft 4in,wendy.awesome,just right,fit,401034,,,,
210299,,20,5.0,d,30.0,38.0,dresses,,5ft 9in,jacqualann123,slightly long,fit,766151,,,I love this dress. I love,"I love this dress. I love the Peter Pan collar and the material is nice. I could have ordered an XL and it probably would have fit a bit better, but the 1X fits fine it's just a little too big. I would recommend this dress to any of my friends!"
151045,,8,4.0,b,38.0,34.0,new,38.0,5ft 5in,Christina,just right,fit,259258,,,,
200824,,12,5.0,d,42.0,36.0,dresses,,5ft 2in,mrnut26,slightly short,fit,31518,,,Love this dress! I always,"Love this dress! I always fear any sort of flared skirt, but this accentuates what waist I have quite nicely and doesn't gather, bunch, or billow out unattractively. Also, the collar?? Too adorable! I feared it might lay funny or require constant adjustment, but it gave me zero problems (plus it inspired many a compliment and envious glance). One could argue it's a wee bit on the short side, but I found it a perfectly appealing length for my personal shortness. Sitting on anything other than a fabric seat will probably result in stickage unless worn with some breed of legging or tight, but it's a small sacrifice for such epic cuteness."
162470,,8,3.0,c,40.0,36.0,dresses,,5ft 4in,cocoabeachroxmysox,just right,fit,696462,7.0,average,This didn't fit me right.,This didn't fit me right. It bunched up around the middle and was loose around the shoulder area.
210299,,4,4.0,ddd/f,36.0,32.0,dresses,,5ft 1in,williarl13,just right,fit,676634,6.0,,The dress is cute and str,The dress is cute and stretchy. I don't really think the zipper is necessary.
125442,,9,5.0,b,36.0,36.0,new,,5ft 1in,Julie,just right,fit,650785,,,,
161514,,12,4.0,dddd/g,36.0,30.0,dresses,37.0,5ft 7in,emilygerren,just right,fit,545125,8.0,average,I LOVE this dress! I'm pr,"I LOVE this dress! I'm pretty hard to fit (large bust and small waist I think I tried on every dress at the mall and found one that fit tolerably well), and it flatters my figure like no dress I have worn in a long time. There's plenty of room in the bust (both length and widthwise), and the waist actually fits me. It hits just above the knees. The material is soft and comfortable, but a little thin, which is my only concern. Overall, a great find!"
144486,,12,4.0,d,,40.0,new,,5ft 10in,Alisha,slightly short,fit,621630,,,,
169727,,8,4.0,dd/e,,34.0,dresses,,5ft,mingwong23,slightly long,fit,427535,,,Love it! So professional,Love it! So professional and unique. I get tons of compliments every time I wear this dress.
167315,,12,3.0,d,44.0,36.0,dresses,,5ft 5in,emknopf,just right,small,489230,,,"Lovely dress, but large w","Lovely dress, but large was much too small. Sending it back for an XL. I'm hoping that it isn't too low cut then."
124124,,12,1.0,,,,new,,5ft 7in,christine.koch,very short,small,435872,,,,
210299,,15,2.0,c,,36.0,dresses,,5ft,Liz,just right,large,126504,,,I was all set to life thi,"I was all set to life this dress; conservative enough for work and cute enough that I don't feel like a drone. But when it arrives, the fabric was really shiny and strange. Not at all what I was expecting. Sorry to return it."
125442,,11,5.0,c,42.0,36.0,new,,5ft 8in,Ale,just right,fit,897280,,,,
136482,,26,1.0,dd/e,,42.0,new,,5ft 7in,scottishpuzzle,slightly short,small,711811,,,,
161592,,27,2.0,dddd/g,42.0,42.0,dresses,,6ft,ayendaliss,just right,fit,440930,,,fabric itches like wool.,fabric itches like wool.
200824,,4,4.0,b,,32.0,dresses,,5ft 4in,Joyce,slightly long,fit,627886,,,I couldn't figure out how,I couldn't figure out how to wear this. I live in a perpetually cold city so I needed to put a cardigan on this but the neckline made all my cardigans look weird. It was also kind of long so I looked a little frumpy unless I wore mega heels.
292355,33.0,15,5.0,d,44.0,34.0,dresses,,5ft 4in,Sheryl,just right,fit,171318,,,Better in real life!,"This dress is such excellent quality, the fit is terrific, I love the quarter length sleeves and soft flowing fabric, the fit is comfy but classy and the elephant print is fun but still dressy  an instant favorite in my closet!"
126885,,15,3.0,d,,38.0,new,,5ft 8in,wildwoodborzoi,just right,small,304468,,,,
125442,,7,4.0,b,36.0,32.0,new,,5ft 1in,Erin,just right,fit,635792,,,,
171579,,8,4.0,c,36.0,32.0,dresses,,5ft 6in,Danielle,slightly long,large,89277,9.0,average,I returned it because I f,I returned it because I felt too restrained on the top and the bottom was a bit too frumpy.
165525,,8,2.0,dd/e,38.0,30.0,dresses,,5ft 4in,etoileca,just right,fit,378356,,,I'm pleased with the fit,"I'm pleased with the fit and quality of the dress but glad I read so many of the reviews. It's just as wrinkleprone as others have said, and it is indeed a thinnish material. That said, it fits me well (I bought size M) and I got compliments on it right away. Some reviewers have said that they expected better quality for the cost. Maybe things cost more where I live, but I think that the quality and cost are in line. This dress won't wear as well as one that I'd have paid $80100 for, but neither do I find it overpriced for $45.Oh, and the length is just at/above my knee, which means I can wear it to work, hooray!"
175771,,26,4.0,dd/e,50.0,42.0,dresses,50.0,5ft 6in,Ellen,slightly short,fit,742096,9.5,wide,Love this dress! Although,"Love this dress! Although the fabric is a little heavy for warm weather, I've worn it a couple times this summer and it hasn't been too bad. Definitely think this dress would work with a jacket or undershirt. Love that it has pockets too!"
161514,,8,3.0,c,36.0,34.0,dresses,,5ft 6in,reillykar,just right,fit,847349,,,Light cotton material mak,Light cotton material makes it comfortable and easy to dress up or down.
169727,,4,5.0,c,36.0,32.0,dresses,34.0,5ft,Amber,just right,large,515893,6.5,wide,Bought this dress in 2010,Bought this dress in 2010 and still love it!
124124,,20,4.0,c,,38.0,new,,,Fiorella,just right,large,816504,,,,
171740,,9,5.0,,,,dresses,,5ft 2in,heatherfuchs09,just right,fit,130809,,,Gorgeous. I call it my Au,Gorgeous. I call it my Audrey Hepburn dress. Want in all colors! Too bad my wallet isn't that big...
161514,,15,3.0,d,,38.0,dresses,,,lezoey,just right,fit,392187,,,"Love this dress, and its","Love this dress, and its comfy too."
136482,,12,5.0,,,36.0,new,,5ft 6in,Laurey,just right,small,385916,,,,
141850,,4,3.0,b,35.0,32.0,new,,5ft 11in,Laurel,slightly short,small,846880,,,,
151045,,26,4.0,,,,new,,5ft 2in,celesteignaciomusic,just right,fit,481706,,,,
152702,,4,4.0,c,33.0,36.0,new,,5ft 5in,krendall84,just right,fit,37981,,,I don't have the perfect,"I don't have the perfect hourglass shape but am still drawn to dresses built for people who do. I am overall fairly thin but carry extra weight in lovehandles so I usually need a defined waistline/belt. HOWEVER, I gave this dress a try and the structure was firm enough that it ended up looking pretty darn good! It was fairly tight and not particularly forgiving in the back with lumps, bulges, etc. but the gathering in the front did smooth and flatter. I recommend Spanx if you don't have that perfect figure either! Very good buy, price is definitely worth it. Packs and travels well without wrinkling, and the sheen of the dress makes it appropriate for a dressy evening event."
157334,39.0,26,4.0,d,49.0,38.0,new,,5ft 6in,Keira,just right,large,57852,,,I got a 2x. I found it sl,"I got a 2x. I found it slightly large (could be cos it has a v back) so I'm returning it for a 1x so hopefully it's tighter across my back. The quality is lovely, as is the fabric and the rest of the fit. Fingers crossed the 1x is right!"
152513,,8,5.0,d,,36.0,new,,5ft 2in,mgklose,just right,small,212611,5.5,,,
126560,,26,3.0,b,42.0,42.0,new,,5ft 4in,redheadtattgirl,slightly long,fit,350422,,,,
146231,,32,3.0,d,,40.0,new,,5ft 11in,be.hemker,just right,large,409686,,,,
169727,,4,4.0,c,,32.0,dresses,,5ft 2in,jj.jaro,slightly long,fit,287306,,,I really liked this dress,I really liked this dress. The fabric was better than I expected. The fit great except a tid bit tighter in the waist in comparison to the rest. My biggest complaint is the dress comes to mid shin on me. No biggie. Nothing a simple tailor can't fix.
175771,,1,5.0,b,32.0,32.0,dresses,,5ft,ambermilledge,slightly short,fit,917636,8.0,,It was perfect except for,It was perfect except for the length. Maybe I'm old fashioned but a dress that hits an inch or two above the knee is too short..
161592,,7,5.0,dd/e,37.0,32.0,dresses,,5ft 6in,jenniferviel,just right,large,233898,,,This dress is absolutely,"This dress is absolutely stunning. Bought as my wedding dress. It was comfortable, delicate, and beyond gorgeous. Not an itchy fabric at all, this was a concern at first but loved how perfectly comfortable it is. So happy with this purchase. Have purchased other Chi Chi dresses in the past. Always order a 6. This dress fit my chest perfect but had to be taken in through the waist to fit perfect. Worth it."
170806,,4,3.0,b,33.0,34.0,dresses,,5ft 1in,fereshteh.a,just right,small,797341,,,A little tighter than wha,A little tighter than what I expected around the waist. One reason could be that I had to wear a tank under it to cover cleavage.
171579,,8,5.0,b,,36.0,dresses,,5ft 7in,pamelajameswla,just right,large,204036,7.0,average,Runs large,Runs large
146231,,8,4.0,c,,34.0,new,,5ft 8in,Bridget,slightly short,fit,959992,,,,
269063,,7,4.0,i,,34.0,dresses,,5ft 3in,jessoy_g,just right,fit,486965,,,This dress is a dream com,This dress is a dream come true. It shows off all the good. Makes curves look amazing and being larger chested (34I) it fit great and supported and covered up! I've worn it multiple times already for different occasions. Definitely my favourite purchase. I got a size 10 UK I'm normally a size 12 and it fit perfectly. The fabric gives great stretch too and is REALLY comfortable and forgiving
200824,,12,5.0,c,39.0,36.0,dresses,,5ft,cyndigayle,just right,fit,502837,,,I am very short it is ver,I am very short it is very hard to find a dress that falls above the knee this just is perfect it is very slimming.
161514,,12,2.0,ddd/f,,36.0,dresses,,5ft 1in,Macha,just right,small,101514,,,The dress is ok. it's a l,The dress is ok. it's a little thinner than I would have liked.
152513,,15,5.0,d,,36.0,new,,5ft 4in,Megan,just right,fit,581453,9.5,,,
147714,,12,3.0,b,,36.0,new,,5ft 4in,lisa.stokey,just right,small,757762,,,,
210299,,20,3.0,,46.0,,dresses,41.0,5ft 3in,Sahira,slightly long,large,987326,,,Too large for me :( had t,Too large for me :( had to return even though it looks cute.
147714,,38,3.0,dd/e,,42.0,new,,5ft 5in,spritzzy,just right,fit,778055,,,,
163758,,32,3.0,dd/e,47.0,40.0,dresses,,5ft 5in,attrice,slightly long,fit,375054,,,"As a physics teacher, I h","As a physics teacher, I had to have this dress. It's adorable on. I have an apple shape and the cut of the dress gave me the appearance of an actual waist. The material is basic, but not super thin and I wore it several times to lots of compliments.However, be careful not to wash in anything but cold water. The dress got thrown into the regular wash with hot water and even though I hung it to dry, it still shrunk. It still zips, but the collar got so tight that it rubbed a raw patch on my neck. So sad. It was cute."
167315,,4,4.0,c,39.0,32.0,dresses,,5ft 3in,Meredith,just right,large,489881,8.0,,This dress fit me well bu,This dress fit me well but it just didn't flatter.  The sleeves made my shoulders look broad and the seam between the skirt and the bottom of the waist band poofed a little too much and made it look like it was pinching in when it wasn't.
200824,,8,5.0,dd/e,34.0,32.0,dresses,,5ft 2in,apryll81,just right,fit,106049,,,I love this dress. The fi,I love this dress. The fit is awesome and it is perfect for fall.
286965,29.0,12,5.0,ddd/f,40.0,34.0,dresses,,5ft 7in,kaitlynmaymcavoy,just right,fit,208145,10.0,wide,Beautiful and so flattering,"This dress is gorgeous. I bought it for my honeymoon and to wear for my rehearsal dinner for my wedding. It fits like a glove. I also have a large bust (34DDD) and it fits the girls beautifully! The support is so good that I actually don't even have to wear a bra, surprisingly! The length is not too short or long. It's very nice that the straps are adjustable, as well. I could not be happier with this purchase!"
298256,,12,5.0,dd/e,39.0,38.0,dresses,,5ft 6in,anniekctk,just right,small,253905,,,LOVE this dress! My very,"LOVE this dress! My very first buy Modcloth so naturally, I had to do the cat dress! It's a bit snug in the chest region but I'm a bit larger on top and I sized down as I'm still losing weight. I loved it so much, I used it for a retro pin up shoot! Also snagged the cat heels and short mustard sweater and love it all!"
200824,,8,3.0,b,40.0,38.0,dresses,,5ft 1in,msang021978,just right,small,74524,6.0,wide,This dress will look aver,"This dress will look average on someone who's 1) short; 2) broadshouldered; or 3) roundfaced. I blame the square and closed neckline that emphasise all these liabilities. The dress really us pretty, it's buttons are cute and seem to have high quality. Perfect length, too. It's just that this dress structure isn't for everyone."
137040,,21,4.0,c,50.0,38.0,new,,5ft 9in,Bridget,slightly short,fit,115081,10.0,wide,,
168387,,15,3.0,dddd/g,47.0,36.0,dresses,,5ft 4in,Rebecca,just right,fit,693117,7.5,average,not good if you have curv,not good if you have curves or any sort of belly.
146231,,4,4.0,a,,34.0,new,,5ft 8in,Kim,just right,fit,646328,,,,
154411,,4,5.0,b,,34.0,new,,5ft 8in,absnyder15,just right,fit,309428,8.5,average,"High quality material, so","High quality material, so fun and quirky"
169727,,8,2.0,dd/e,35.0,32.0,dresses,,5ft 6in,jenandclinton,slightly long,fit,595288,,,A great fit. Yet to wear,A great fit. Yet to wear it because I have to sew all the buttons back on  each one was hanging on by a thread and fell off. Literally all but one button fell off first time I tried it on!
152513,,15,3.0,ddd/f,,34.0,new,,5ft 7in,Katie,just right,fit,207208,,,,
140292,27.0,4,5.0,ddd/f,35.0,32.0,new,,5ft 6in,Emily,slightly long,fit,72607,,,,
151045,,20,3.0,dddd/g,,40.0,new,,5ft 1in,Melissa,just right,fit,369733,,,,
161592,,9,2.0,b,34.0,34.0,dresses,34.0,5ft 5in,Laura,just right,fit,986089,8.0,average,I bought this for my wedd,"I bought this for my wedding. This dress is so beautiful in person and it fit me perfectly. I loved it except for the material. I was hoping the lace would be soft but it was very scratchy. I didn't notice this when I first tried it on so unfortunately it was past the return date when I wore it for a longer period of time. I decided It was too important for me to be comfortable on my wedding day so I ended up buying a different dress at a bridal shop. I'll have to sell this one online somewhere. So gorgeous, just be warned that it's scratchy."
209642,,15,4.0,dd/e,,40.0,dresses,,5ft 5in,kimono507,just right,fit,122274,,,I'm a size 16 and the XL,"I'm a size 16 and the XL fit nicely.  It's flattering to my shape and I like the neckline.  The fabric is heavier and stiffer than expected, different than the other soft, yet sturdy Mata Trade dresses I've purchased.  Definitely worth the money, IMO.  It's a good dress for work or a special occasion.  The sleeves are a little tight as they get down toward my elbow, but nothing too annoying.  I'm just happy that I don't have to wear another cardigan.  Don't get me wrong, I love my cardis, but it's nice to just have sleeves in the cooler months too."
124124,,20,4.0,d,,36.0,new,,5ft 6in,duetdancer2010,just right,large,581668,,,,
171740,,11,4.0,d,36.0,36.0,dresses,,5ft 3in,Jennifer,just right,fit,215080,7.0,average,Very nice dress that'll t,Very nice dress that'll transition easily from work time to play time :)
147714,,12,4.0,d,,36.0,new,,5ft 5in,Dolores,just right,fit,450901,,,,
169727,,4,3.0,b,36.0,32.0,dresses,,5ft 4in,bailey.nb9,just right,small,82869,,,This is a supercute dress,"This is a supercute dress overall. The shape is flattering and it can be dressed up or down. The basic color also makes it a great candidate for pairing with bright and fabulous shoes and/or tights.  The fit is just a little strange, though. I find this dress incredibly difficult to get on. The side zip is one of those goofy ones that doesn't go all the way up, (why do designers use those?) and it's a struggle to get this thing on over your head. It's worse taking it off, and I'm always afraid I'll damage it.  If you don't have flexible arms and shoulders, do not attempt! Once on it looks and feels fine, though it is just a tiny bit snug around the ribcage.  I have a fairly small ribcage, so buyer beware! Overall though this dress is worth a try, and if it doesn't work modcloth has a super friendly return policy!"
200824,,4,2.0,c,,32.0,dresses,,5ft 6in,amyleblanc.amy,just right,fit,720956,,,"I saw this and thought, W","I saw this and thought, Why not? I should've not. The collar doesn't stand or hold a shape as well as it looks like it will in the picture. The fabric was a tad weird, not quite as heavy as I wanted it to be. I like the cut and the idea; it just didn't pan out during construction."
298256,,8,5.0,,,,dresses,,5ft 9in,mary.jozefiak,just right,large,679301,,,always get compliments :),always get compliments :)
134609,,4,1.0,c,,32.0,new,,5ft 7in,Megan,just right,fit,59001,,,,
136482,,12,4.0,,,,new,,5ft 9in,Amanda,just right,small,338561,,,,
154411,,12,2.0,,,,new,,5ft 5in,Veronica,just right,fit,897785,,,Love it. Fabric is clingy,Love it. Fabric is clingy.
210299,,12,4.0,d,41.0,38.0,dresses,,5ft,londonbyrd24,just right,fit,140663,,,Awesome dress and fits ve,Awesome dress and fits very well.
152513,,26,5.0,c,46.0,40.0,new,47.0,5ft 3in,mlblack09,just right,small,145481,7.0,average,,
163558,,20,4.0,d,,38.0,dresses,,5ft 2in,milholland.samantha,just right,large,167082,8.0,wide,The print of this dress i,"The print of this dress is so unique that that alone makes it worth it. I feel like it runs slight large and I often have to adjust how it sits throughout the day. It really does glow in the dark, which is incredible."
136482,,4,5.0,c,34.0,32.0,new,,5ft 9in,Adeline,slightly long,fit,983155,,,,
210299,,12,4.0,ddd/f,47.0,34.0,dresses,,5ft 8in,Haley,slightly short,fit,34907,,,It was a little short for,It was a little short for me but I'm 5'8. I used this for a Wednesday Addams for Halloween.
169727,,32,4.0,dd/e,50.0,42.0,dresses,,5ft 6in,juliadenley,slightly long,small,713609,,,This does NOT fit like th,"This does NOT fit like the other About the Artist dresses  it's not a cotton/spandex mix like the others are. I'm a 2X in the navy one, but can't squeeze into the 3X in this colour!"
175771,,12,5.0,d,46.0,36.0,dresses,,5ft 3in,Stefanie,just right,fit,808081,,,I love this dress. I was,"I love this dress. I was pleasantly surprised by the quality. It washes well too. It is a nice thick, soft, slightly stretchy fabric. When I first tried it on I pulled the top of the dress down, so that the waist sat on my actual waist. This made me think it was a bit unflattering in the tummy/hips, but the 2nd time I wore it, I let the waist band sit right under my boobs and it was a very flattering fit. My boyfriend said I looked like Marilyn Monroe, so really I can't complain."
152513,28.0,12,4.0,d,30.0,34.0,new,36.0,5ft 5in,Audiogeography,just right,small,836835,9.0,wide,,
124124,,26,3.0,,,,new,,5ft 9in,Josephine,slightly short,fit,497767,,,,
175771,,8,3.0,dd/e,,34.0,dresses,,5ft 5in,Allyce,just right,fit,157267,,,This was my first dress p,"This was my first dress purchase from modcloth and I am very happy with it! The material was a little thinner and more clingy than I was expecting, but the dress fits like a dream and the color is really beautiful. I've only worn it once so far and got so many compliments! The neckline is really nice, I teach preschool and I love that even with tights it wasn't too short really and I could bend over without the girls coming out to play. ;) haha! Thanks modcloth! Am hoping to buy in other colors soon!"
161514,39.0,12,5.0,dd/e,45.0,36.0,dresses,,5ft 2in,Richelle,just right,fit,984733,,,Perfect for work and appr,Perfect for work and appropriate. Comfy and easy to care for. Works well in the fall with knitted tights and a cardigan.
175771,,4,2.0,b,35.0,34.0,dresses,,5ft 6in,Jessica,slightly long,fit,785768,8.0,average,"This dress was alright, i","This dress was alright, it looked a little awkward on me and I ended up shortening it into more of a tunic"
165525,,20,5.0,d,43.0,38.0,dresses,,5ft 4in,Ti,just right,fit,822159,,,"Oh I love this dress, the","Oh I love this dress, the fit is perfect! I'm a busty, curvy kind of girl and this was perfect in all areas. Besides, the retro shape is absolutly sexy. I've been trying to think wintery ways to wear it now that the season changed, and I have the idea of buying this same dress in other colours. Ah! That's another thing, the color is amazing! Is a mustard yellow so inviting and beautiful."
126885,,15,4.0,ddd/f,40.0,36.0,new,,5ft 1in,Ardith,just right,small,582644,,,,
137040,,18,5.0,h,43.0,36.0,new,,5ft 7in,fogbaby01,slightly long,large,428909,,,,
129268,,26,3.0,,,,new,,5ft 1in,R,just right,fit,477257,,,,
136482,,8,5.0,d,40.0,32.0,new,,5ft 3in,templetonjill,just right,fit,335474,,,,
138006,,12,4.0,b,38.0,36.0,new,34.0,5ft 11in,Kelly,just right,fit,415686,,,,
152702,,12,3.0,d,39.0,36.0,new,,5ft 6in,Amanda,just right,small,987108,,,Size up twice this runs s,Size up twice this runs small
125442,,5,3.0,c,38.0,34.0,new,34.0,5ft 4in,b.beauchamp02,just right,fit,460149,7.5,average,,
221693,,24,4.0,dd/e,,42.0,dresses,,5ft 5in,amanda.leeann07,just right,fit,45971,,,i absolutely love this dr,"i absolutely love this dress, I'm attending a wedding and this dress is perfect. It's not to pink and it fits perfectly without a bra. It is kind of poofy but it's worth it."
